SID,ALTSID,NOTES,FID,GENUS,SPECIES,GID,ITISTSN,COMMONNAME,OTHERNAMES,FamilyNumber,NATIVE,NONFEED,BENTHIC,SURWCOL,ALGPHYTO,MACVASCU,DETRITUS,INVLVFSH,FSHCRCRB,BLOOD,EGGS,OTHER,MAXTL,MATUAGE,LONGEVITY,FECUNDITY,SERIAL,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,SEASON,REPSTATE,A_1_1,A_1_2,A_1_3A,A_1_3B,A_1_3C,A_1_4,A_1_5,A_1_6,A_2_3A,A_2_3B,A_2_3C,A_2_4A,A_2_4C,B_1_3A,B_1_4,B_2_2,B_2_3A,B_2_3B,B_2_4,B_2_5,B_2_6,B_2_7A,B_2_7B,B_2_7C,C1_3_4_C24,EURYHALINE,MINTEMP,MAXTEMP,LONGCENTROID,LATCENTROID,MUCK,CLAYSILT,SAND,GRAVEL,COBBLE,BOULDER,BEDROCK,VEGETAT,DEBRDETR,LWD,PELAGIC,PREFLOT,PREFLEN,POTANADR,LACUSTRINE,LOWLAND,UPLAND,MONTANE,LARGERIV,SMALLRIV,SPRGSUBT,CREEK,SLOWCURR,MODCURR,FASTCURR,AREAKM2,PERIMETER,PATCHES,LATRANGE,LONRANGE,LISTED,REASON,LIST1,LIST2,LIST3,LIST4,LIST5,EXTINCT
Icastane,Icastane,398,Petromyz,Ichthyomyzon,castaneus,Ichthyom,159725,chestnut lamprey,.,2,1,0,0,1,0,0,0,0,0,1,0,0,38.0,6.0,8.0,20000,0,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,NC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.4,31.9,366451.19842,1787577.59900,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1319294,9759,5,2593,1543,0,0,0,0,0,0,0,O
Ifossor,Ifossor,400,Petromyz,Ichthyomyzon,fossor,Ichthyom,159726,northern brook lamprey,.,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,17.0,5.0,6.0,1350,0,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,WI,-555,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,748237.02468,2389006.73930,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,380345,8540,13,1436,1877,0,0,0,0,0,0,0,O
Igagei,Igagei,402,Petromyz,Ichthyomyzon,gagei,Ichthyom,159727,southern brook lamprey,.,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,17.0,4.0,5.0,3264,0,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,TN,-555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,33.6,537938.52116,1156201.09617,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,502216,4949,1,890,1155,0,0,0,0,0,0,0,O
Igreeley,Igreeley,403,Petromyz,Ichthyomyzon,greeleyi,Ichthyom,159728,mountain brook lamprey,.,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,20.0,6.0,7.0,10000,0,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,NC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.9,30.3,1082542.07322,1679830.73913,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,119954,3198,5,909,803,0,0,0,0,0,0,0,O
Iunicusp,Iunicusp,409,Petromyz,Ichthyomyzon,unicuspis,Ichthyom,159730,silver lamprey,.,2,1,0,0,1,0,0,0,0,0,1,0,0,39.0,6.0,7.0,19000,0,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,WI,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,751415.07499,2290141.83580,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,988142,13465,6,2903,2108,0,0,0,0,0,0,0,O
.,Nsp2,601,Ictaluri,Ictaluridae,.,Noturus,.,broadtail madtom,.,143,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,-999.0,-999.0,-999,-999,0.00,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,5.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8,32.5,1560629.16764,1369483.05140,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,18399,561,1,196,172,1,3,1,0,0,0,1,O
Ifurcatu,Ifurcatu,401,Ictaluri,Ictalurus,furcatus,Ictaluru,163997,blue catfish,.,143,1,0,1,1,0,0,0,1,1,0,0,0,165.0,5.0,20.0,50000,0,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.2,34.0,268036.32814,1337937.10724,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1097663,15578,4,2151,2399,0,0,0,0,0,0,0,O
Ilupus,Ilupus,404,Ictaluri,Ictalurus,lupus,Ictaluru,164001,headwater catfish,.,143,1,0,1,1,0,0,1,1,1,0,0,0,37.0,3.0,9.0,4000,1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,8.00,NM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4,36.4,-619222.83934,925919.91097,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,29679,1027,2,609,470,1,4,1,0,0,1,0,O
Ipricei,Ipricei,407,Ictaluri,Ictalurus,pricei,Ictaluru,164000,Yaqui catfish,.,143,1,0,1,1,0,0,1,1,1,0,0,0,60.0,3.5,10.0,5000,0,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,MEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-555.0,-555.0,-1314402.43631,787882.20654,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,84375,1375,1,519,344,1,1,1,0,0,1,0,O
Ipunctat,Ipunctat,408,Ictaluri,Ictalurus,punctatus,Ictaluru,163998,channel catfish,.,143,1,0,1,1,1,1,1,1,1,0,0,0,132.0,3.5,10.0,10600,0,0.00,0.00,0.00,0.00,0.25,1.00,0.25,0.00,0.00,0.00,0.00,0.00,1.50,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-6.5,32.4,198405.49578,1675572.50815,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,4899489,15878,1,2788,2870,0,0,0,0,0,0,0,O
Ibubalus,Ibubalus,397,Catostom,Ictiobus,bubalus,Ictiobus,163955,smallmouth buffalo,.,105,1,0,1,0,1,1,1,1,0,0,0,0,112.0,2.0,17.5,525000,0,0.00,0.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,3.50,NC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.6,33.3,277561.80672,1495038.25954,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,2034511,16984,3,2663,2529,0,0,0,0,0,0,0,O
Icyprine,Icyprine,399,Catostom,Ictiobus,cyprinellus,Ictiobus,163956,bigmouth buffalo,.,105,1,0,1,1,1,0,1,1,0,0,0,0,123.0,3.0,15.0,750000,0,0.00,0.00,0.00,0.25,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,WI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,31.7,301952.08675,1834009.66556,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1619309,11389,3,2433,2300,0,0,0,0,0,0,0,O
Iniger,Iniger,405,Catostom,Ictiobus,niger,Ictiobus,163957,black buffalo,.,105,1,0,1,0,1,1,1,1,1,0,0,0,123.0,2.5,24.0,600000,0,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,AL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.4,31.7,387684.51132,1627752.03796,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,817293,10430,5,1717,2008,0,0,0,0,0,0,0,O
Jflorida,Jflorida,410,Cyprinod,Jordanella,floridae,Jordanel,165694,flagfish,.,264,1,0,1,0,1,1,1,1,0,0,0,0,8.0,0.5,1.0,100,0,0.00,0.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,6.50,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.8,33.3,1395450.64013,658572.61583,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,120131,1948,1,565,547,0,0,0,0,0,0,0,O
Lsicculu,Lsicculu,457,Atherino,Labidesthes,sicculus,Labidest,166016,brook silverside,.,246,1,0,0,1,0,0,0,1,0,0,0,0,13.0,1.0,2.0,785,0,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,NC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9,32.2,719278.99492,1607988.38971,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,2085674,13488,1,2514,2149,0,0,0,0,0,0,0,O
Laepypte,Laepypte,411,Petromyz,Lampetra,aepyptera,Lampetra,159705,least brook lamprey,.,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,18.0,5.0,6.0,3000,0,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.1,30.5,1002801.19964,1599405.76219,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,528676,6717,4,1190,1548,0,0,0,0,0,0,0,O
Lappendi,Lappendi,415,Petromyz,Lampetra,appendix,Lampetra,159708,American brook Lamprey,.,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,35.0,5.0,6.0,3000,0,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,NC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.8,28.8,863464.83719,2295622.90422,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1029641,15076,11,4207,5329,0,0,0,0,0,0,0,O
Layresii,Layresi,419,Petromyz,Lampetra,ayresii,Lampetra,622248,river lamprey,.,2,1,0,0,1,1,0,0,1,0,1,0,0,31.1,6.0,7.0,11400,-555,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,CA,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,1,-3.2,24.0,-2061431.62249,2693332.32000,1,1,1,1,1,0,0,0,0,0,0,1,0,-555,0,1,1,1,1,1,0,1,0,0,1,205091,3709,2,1571,1242,1,3,1,0,0,1,0,O
Lhubbsi,Lhubbsi,433,Petromyz,Lampetra,hubbsi,Lampetra,159709,Kern brook lamprey,.,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,14.2,6.0,7.0,3700,0,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,CA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,37.9,-2066820.32809,1799637.94174,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,10345,533,2,313,154,1,2,1,1,0,1,1,O
Llethoph,Llethoph,435,Petromyz,Lampetra,lethophaga,Lampetra,159710,Pit-Klamath brook Lamprey,.,2,1,0,0,0,1,0,1,0,0,0,0,0,21.0,5.0,-555.0,-555,-555,0.00,0.00,0.50,1.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,5.00,CA,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,1,-5.7,28.4,-2058453.29337,2386798.08391,0,0,1,1,0,0,0,1,0,0,0,1,0,-555,0,0,1,0,0,1,0,1,0,0,0,52203,1015,1,292,270,1,3,1,0,0,0,1,O
Lmacrost,Lmacrost,439,Petromyz,Lampetra,macrostoma,Lampetra,201891,Vancouver lamprey,lake lamprey,2,1,0,0,0,0,0,0,0,0,1,0,0,23.0,6.0,8.0,-555,-555,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,6.00,CN,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-555.0,-555.0,-2047899.18928,3219857.60369,1,1,1,1,0,0,0,0,0,0,0,-555,-555,-555,1,1,0,0,0,0,0,1,1,1,0,11503,410,1,153,100,1,2,0,0,0,0,1,O
Lminima,Lminima,445,Petromyz,Lampetra,minima,Lampetra,159711,Miller Lake lamprey,.,2,1,0,0,0,0,0,0,0,0,1,0,0,14.5,5.0,6.0,600,-555,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,OR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.8,22.5,-2088214.84513,2514128.23892,1,1,1,1,1,0,0,0,1,0,0,-555,-555,-555,1,0,1,1,0,1,0,1,1,1,0,2380,182,1,64,47,1,1,1,1,0,0,1,C
Lrichard,Lrichard,455,Petromyz,Lampetra,richardsoni,Lampetra,159707,western brook lamprey,.,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,15.0,6.0,7.0,3700,0,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,CA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-555.0,-555.0,-2011265.88310,3120386.18808,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,284546,3954,3,1661,534,0,0,0,0,0,0,0,O
Ltrident,Ltrident,459,Petromyz,Lampetra,tridentata,Lampetra,159713,Pacific lamprey,.,2,1,0,0,1,0,0,0,0,0,1,0,0,76.0,5.0,6.0,238400,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,CA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-555.0,-555.0,-2192932.87416,3575038.71605,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1537561,12636,1,4877,1766,1,3,1,1,0,0,0,O
Lexilica,Lexilica,427,Cyprinid,Lavinia,exilicauda,Lavinia,163569,hitch,.,102,1,0,0,1,1,0,0,1,0,0,0,0,36.0,2.5,6.0,63000,0,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,CA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,33.6,-2176559.87074,1956342.36021,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,113180,1586,1,566,318,1,4,0,0,0,0,0,O
Lalbival,Lalbival,413,Cyprinid,Lepidomeda,albivallis,Lepidome,163571,White River spinedace,.,102,1,0,1,1,0,1,0,1,0,0,0,0,12.5,-999.0,9.0,-999,-999,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,NV,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,0,-10.4,29.3,-1654616.06899,1901906.83786,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,7074,322,1,128,71,1,1,1,0,0,1,0,O
Laltivel,Laltivel,414,Cyprinid,Lepidomeda,altivelis,Lepidome,163572,Pahranagat spinedace,.,102,1,0,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,6.6,-555.0,-555.0,-555,-555,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,-555.00,Zzz,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,-555,0,-555,-555,-555,-555,0,-4.8,38.0,-1669558.24225,1761528.89132,0,1,1,1,0,0,0,0,0,0,0,1,0,-555,0,0,1,0,0,0,1,0,1,0,0,6580,300,1,111,81,1,0,1,0,0,0,1,C
Lmollisp,Lmollisp,446,Cyprinid,Lepidomeda,mollispinis,Lepidome,163573,Virgin spinedace,spinedace,102,1,0,1,1,1,1,1,1,0,0,0,0,15.0,1.0,3.0,12000,1,0.00,0.00,0.00,1.00,1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,2.50,UT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,35.3,-1541556.67729,1719969.93656,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,26978,722,1,226,230,1,4,1,0,0,1,0,O
Lvittata,Lvittata,461,Cyprinid,Lepidomeda,vittata,Lepidome,163574,Little Colorado spinedace,.,102,1,0,0,1,1,0,0,1,0,0,0,0,15.0,1.0,3.0,3200,1,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,0.50,0.00,0.00,0.00,4.00,AZ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.5,30.1,-1269202.19587,1339008.34441,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,18548,511,1,150,174,1,2,1,0,0,0,0,O
Loculatu,Loculatu,447,Lepisost,Lepisosteus,oculatus,Lepisost,161095,spotted gar,.,62,1,0,0,1,0,0,0,1,1,0,0,0,112.0,3.5,18.0,22000,1,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,LA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1,33.6,508724.94934,1260416.95677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1018887,9670,2,1763,1666,0,0,0,0,0,0,0,O
Losseus,Losseus,449,Lepisost,Lepisosteus,osseus,Lepisost,161094,longnose gar,.,62,1,0,0,1,0,0,0,1,1,0,0,0,200.0,5.0,26.0,77156,1,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,NC,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.2,32.0,692339.47862,1661587.59223,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,2916501,20191,3,2730,2850,0,0,0,0,0,0,0,O
Lplatost,Lplatost,452,Lepisost,Lepisosteus,platostomus,Lepisost,161096,shortnose gar,.,62,1,0,0,1,0,0,0,1,1,0,0,0,88.0,3.0,20.0,36460,0,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,TN,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.9,32.1,307102.92926,1723454.78597,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1128917,8183,4,2114,2040,0,0,0,0,0,0,0,O
Lplatyrh,Lplatyrh,453,Lepisost,Lepisosteus,platyrhincus,Lepisost,161098,Florida gar,.,62,1,0,0,1,0,0,0,1,1,0,0,0,132.0,6.0,20.0,77156,1,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,7.00,FL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,33.1,1390351.71446,690411.46588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,151398,2099,1,734,501,0,0,0,0,0,0,0,O
Lauritus,Lauritus,418,Centrarc,Lepomis,auritus,Lepomis,168131,redbreast sunfish,.,349,1,0,1,1,0,0,0,1,1,0,0,0,30.5,2.0,6.0,10000,1,0.00,0.00,0.00,0.25,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-4.0,31.0,1598530.99745,1823464.54730,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,905785,6688,1,2415,1386,0,0,0,0,0,0,0,O
Lcyanell,Lcyanell,426,Centrarc,Lepomis,cyanellus,Lepomis,168132,green sunfish,.,349,1,0,1,1,0,0,0,1,1,0,0,0,31.0,2.0,8.0,10000,0,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-5.3,32.9,118517.78226,1595563.81080,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,3849721,10869,1,2670,2550,0,0,0,0,0,0,0,O
Lgibbosu,Lgibbosu,430,Centrarc,Lepomis,gibbosus,Lepomis,168144,pumpkinseed,.,349,1,0,1,1,0,1,0,1,1,0,1,0,40.0,2.0,8.0,14000,0,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,7.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7.4,28.6,1061335.25369,2235499.57712,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1980638,14033,1,1863,2455,0,0,0,0,0,0,0,O
Lgulosus,Lgulosus,432,Centrarc,Lepomis,gulosus,Lepomis,168138,warmouth,.,349,1,0,1,1,0,0,0,1,1,0,0,0,31.0,1.5,8.0,63000,0,0.00,0.00,0.00,0.00,0.75,1.00,1.00,1.00,0.00,0.00,0.00,0.00,3.75,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.2,33.2,472535.52293,1363860.03640,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,3161940,11472,1,2312,2865,0,0,0,0,0,0,0,O
Lhumilis,Lhumilis,434,Centrarc,Lepomis,humilis,Lepomis,168151,orangespotted sunfish,.,349,1,0,1,1,0,0,0,1,1,0,0,0,15.0,1.5,4.0,4700,1,0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,0.00,0.00,0.00,0.00,3.50,WI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-5.9,32.5,167523.60738,1629193.86613,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,2419949,7161,1,1989,1728,0,0,0,0,0,0,0,O
Lmacroch,Lmacroch,438,Centrarc,Lepomis,macrochirus,Lepomis,168141,bluegill,.,349,1,0,1,1,1,1,0,1,1,0,1,0,41.0,2.0,10.0,50000,1,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,6.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.6,32.9,526879.02585,1515542.04790,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,3574355,15409,1,2448,2639,0,0,0,0,0,0,0,O
Lmargina,Lmargina,440,Centrarc,Lepomis,marginatus,Lepomis,168152,dollar sunfish,.,349,1,0,1,1,1,0,1,1,0,0,0,0,12.0,2.0,6.0,600,1,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.9,33.5,817219.28297,1008825.33528,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,831271,7851,1,1280,1919,0,0,0,0,0,0,0,O
Lmegalot,Lmegalot,442,Centrarc,Lepomis,megalotis,Lepomis,168153,longear sunfish,.,349,1,0,1,1,0,1,0,1,1,0,1,0,24.0,2.0,7.0,22119,0,0.00,0.00,0.00,0.00,0.25,1.00,1.00,0.25,0.00,0.00,0.00,0.00,2.50,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.8,32.5,301558.00526,1440101.90465,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,2693156,13129,2,2742,2823,1,4,0,0,0,0,0,O
Lmicrolo,Lmicrolo,443,Centrarc,Lepomis,microlophus,Lepomis,168154,redear sunfish,.,349,1,0,1,1,1,1,1,1,0,0,0,0,43.2,2.0,5.0,80000,1,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,4.00,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9,33.0,564708.19713,1105472.36716,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1523148,6718,1,1532,2092,0,0,0,0,0,0,0,O
